Name	Category	ID	Subname	Description	Link	Image
My Shadow	I	433	Me! And my shaaaadow!	Each time Isaac takes damage, inflicts fear on all enemies in the room and spawns a black friendly Charger that will attack enemies. The Charger will be killed if it is damaged too much.	https://bindingofisaacrebirth.gamepedia.com/My_Shadow	../assets/images/items/433.png
Jar of Flies	I	434	Gotta catch 'em all?	Every time Isaac kills an enemy, a fly will be added to the jar, up to a maximum of 20. Using the Jar of Flies will release all the flies that are currently in the jar as friendly blue flies that will damage enemies.	https://bindingofisaacrebirth.gamepedia.com/Jar_of_Flies	../assets/images/items/434.png
Lil' Loki	I	435	4-way buddy!	A Loki familiar that follows Isaac and shoots 4 tears in a cross pattern.	https://bindingofisaacrebirth.gamepedia.com/Lil%27_Loki	../assets/images/items/435.png
Milk!	I	436	Don't cry over it...	A glass of milk follows Isaac and spills on the floor upon taking damage. After the milk spills, Isaac's tear delay is decreased by 2 for the rest of the room.	https://bindingofisaacrebirth.gamepedia.com/Milk!	../assets/images/items/436.png
D7	I	437	Reroll rewards!	Restarts the current room and brings back all enemies, allowing more rewards to be acquired by completing the room.	https://bindingofisaacrebirth.gamepedia.com/D7	../assets/images/items/437.png
Binky	I	438	Memories...	Tears up, adds 1 soul heart, and decreases Isaac's size.	https://bindingofisaacrebirth.gamepedia.com/Binky	../assets/images/items/438.png
Mom's Box	I	439	What's inside?	When used, Mom's Box will drop a random trinket on the ground. While held, increases luck by 1 and doubles the effects of trinkets.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Box	../assets/images/items/439.png
Kidney Stone	I	440	Matt's kidney stone	Randomly while firing tears, Isaac will stop firing and turn red, where he will charge and release a lot of 'tears' in one go. In the burst of tears is a kidney stone which deals a lot of damage.	https://bindingofisaacrebirth.gamepedia.com/Kidney_Stone	../assets/images/items/440.png
Mega Blast	I	441	Laser breath	Upon use, Isaac fires a laser similar to the one used by Mega Satan. This laser deals massive damage, lasts for approximately 15 seconds, and persists between rooms. Isaac is pushed backwards by the force of the laser while it is active.	https://bindingofisaacrebirth.gamepedia.com/Mega_Blast	../assets/images/items/441.png
Dark Prince's Crown	I	442	Loss is power	Increases range, tears, and shot speed when at exactly one red heart.	https://bindingofisaacrebirth.gamepedia.com/Dark_Prince%27s_Crown	../assets/images/items/442.png
Apple!	I	443	Trick or treat?	Increases tears. Adds a chance to fire a high-damage razor blade.	https://bindingofisaacrebirth.gamepedia.com/Apple!	../assets/images/items/443.png
Lead Pencil	I	444	He's a bleeder!	After every 15 tears fired, Isaac will fire a high-damage cluster of tears.	https://bindingofisaacrebirth.gamepedia.com/Lead_Pencil	../assets/images/items/444.png
Dog Tooth	I	445	Bark at the moon!	Increases damage and speed. Upon entering a room adjacent to a secret room, a howl sound effect will play.	https://bindingofisaacrebirth.gamepedia.com/Dog_Tooth	../assets/images/items/445.png
Dead Tooth	I	446	Halitosis	While firing, Isaac gains a green aura that poisons nearby enemies.	https://bindingofisaacrebirth.gamepedia.com/Dead_Tooth	../assets/images/items/446.png
Linger Bean	I	447	Crying makes me toot	Adds a chance to fire a gas cloud that damages nearby enemies.	https://bindingofisaacrebirth.gamepedia.com/Linger_Bean	../assets/images/items/447.png
Shard of Glass	I	448	Blood and guts!	Upon taking damage, Isaac has a chance to drop a full red heart, gain 5 range, and leave a trail of damaging red creep for the current room.	https://bindingofisaacrebirth.gamepedia.com/Shard_of_Glass	../assets/images/items/448.png
Metal Plate	I	449	It itches...	Adds a chance to reflect enemy shots. Grants one soul heart.	https://bindingofisaacrebirth.gamepedia.com/Metal_Plate	../assets/images/items/449.png
Eye of Greed	I	450	Gold tears!	Adds a chance to fire tears that temporarily stun enemies and turn them into gold. Any enemy killed while in this state will drop coins.	https://bindingofisaacrebirth.gamepedia.com/Eye_of_Greed	../assets/images/items/450.png
Tarot Cloth	I	451	I see the future	Drops a random card or rune. Doubles the effects of cards and runes.	https://bindingofisaacrebirth.gamepedia.com/Tarot_Cloth	../assets/images/items/451.png
Varicose Veins	I	452	I'm leaking...	Taking damage releases a ring of 10 high damage tears.	https://bindingofisaacrebirth.gamepedia.com/Varicose_Veins	../assets/images/items/452.png
Compound Fracture	I	453	Bone tears!	Increases range. Tears turn into bones, which shatter into 1-3 bone shards upon hitting an enemy or obstacle.	https://bindingofisaacrebirth.gamepedia.com/Compound_Fracture	../assets/images/items/453.png
Polydactyly	I	454	Hold me!	Allows Isaac to carry two cards, pills, or any combination of both at the same time. Drops a random card or pill.	https://bindingofisaacrebirth.gamepedia.com/Polydactyly	../assets/images/items/454.png
Dad's Lost Coin	I	455	I remember this...	Increases range by 1.5. Drops a lucky penny.	https://bindingofisaacrebirth.gamepedia.com/Dad%27s_Lost_Coin	../assets/images/items/455.png
Moldy Bread	I	456	Midnight snack!	Grants one full red heart container.	https://bindingofisaacrebirth.gamepedia.com/Moldy_Bread	../assets/images/items/456.png
Cone Head	I	457	Hard headed!	Grants a soul heart. Adds a chance to block enemy shots.	https://bindingofisaacrebirth.gamepedia.com/Cone_Head	../assets/images/items/457.png
Belly Button	I	458	What's in there?	Drops a random trinket. Grants a second trinket slot.	https://bindingofisaacrebirth.gamepedia.com/Belly_Button	../assets/images/items/458.png
Sinus Infection	I	459	Booger tears!	Adds a chance to fire a booger which sticks to enemies and poisons them.	https://bindingofisaacrebirth.gamepedia.com/Sinus_Infection	../assets/images/items/459.png
Glaucoma	I	460	Blind tears!	Adds a chance to shoot concussive tears, causing enemies to walk around randomly.	https://bindingofisaacrebirth.gamepedia.com/Glaucoma	../assets/images/items/460.png
Parasitoid	I	461	Egg tears!	Adds a chance to fire an egg sack which spawns slowing creep and spawns a blue fly or spider upon hitting an enemy.	https://bindingofisaacrebirth.gamepedia.com/Parasitoid	../assets/images/items/461.png
Eye of Belial	I	462	Possessed tears!	Grants piercing tears. After piercing one enemy, tears start homing and deal double damage.	https://bindingofisaacrebirth.gamepedia.com/Eye_of_Belial	../assets/images/items/462.png
Sulfuric Acid	I	463	Acid tears!	Increases damage. Adds a chance to fire acidic tears which can destroy obstacles.	https://bindingofisaacrebirth.gamepedia.com/Sulfuric_Acid	../assets/images/items/463.png
Glyph of Balance	I	464	A gift from above	Grants 2 soul hearts and modifies drops from Champion Monsters based on certain conditions.	https://bindingofisaacrebirth.gamepedia.com/Glyph_of_Balance	../assets/images/items/464.png
Analog Stick	I	465	360 tears!	+0.3 tears up. Allows Isaac to fire tears diagonally.	https://bindingofisaacrebirth.gamepedia.com/Analog_Stick	../assets/images/items/465.png
Contagion	I	466	Outbreak!	The first enemy killed in a room explodes and poisons nearby enemies. Poisoned enemies will also explode upon death.	https://bindingofisaacrebirth.gamepedia.com/Contagion	../assets/images/items/466.png
Finger!	I	467	Watch where you point that!	Spawns a finger familiar that points at enemies, dealing constant damage.	https://bindingofisaacrebirth.gamepedia.com/Finger!	../assets/images/items/467.png
Shade	I	468	It follows	Spawns a shadow familiar that follows Isaac's movements on a 1 second delay and deals contact damage to enemies.	https://bindingofisaacrebirth.gamepedia.com/Shade	../assets/images/items/468.png
Depression	I	469	:(	Spawns a cloud familiar that leaves a trail of tears that damages enemies. Has a chance to spawn damaging beams of light onto enemies that touch the cloud.	https://bindingofisaacrebirth.gamepedia.com/Depression	../assets/images/items/469.png
Hushy	I	470	Lil hush!	Spawns a Hush familiar that bounces around the room and deals contact damage. While firing tears, it stops moving.	https://bindingofisaacrebirth.gamepedia.com/Hushy	../assets/images/items/470.png
Lil Monstro	I	471	Ain't he cute?	Spawns a familiar that fires clusters of tears. Must be charged before shooting.	https://bindingofisaacrebirth.gamepedia.com/Lil_Monstro	../assets/images/items/471.png
King Baby	I	472	Lord of the dead!	Spawns a familiar that follows Isaac and makes other familiars follow it. While firing tears, it stops moving.	https://bindingofisaacrebirth.gamepedia.com/King_Baby	../assets/images/items/472.png
Big Chubby	I	473	Chub chub	Spawns a familiar that slowly charges forward and damages enemies in its path.	https://bindingofisaacrebirth.gamepedia.com/Big_Chubby	../assets/images/items/473.png
Tonsil	I	474	Gross...	Grants a familiar that can block enemy shots.	https://bindingofisaacrebirth.gamepedia.com/Tonsil	../assets/images/items/474.png
Plan C	I	475	Use with caution	Kills all enemies in the room, then kills Isaac three seconds later.	https://bindingofisaacrebirth.gamepedia.com/Plan_C	../assets/images/items/475.png
D1	I	476	What will it be?	Duplicates a random pickup in the room.	https://bindingofisaacrebirth.gamepedia.com/D1	../assets/images/items/476.png
Void	I	477	Consume	Consumes all pedestal items in the room. Active items will have their effects added to Void, and passive items will grant stat upgrades.	https://bindingofisaacrebirth.gamepedia.com/Void	../assets/images/items/477.png
Pause	I	478	Stop!	Freezes all enemies until a fire button is pressed.	https://bindingofisaacrebirth.gamepedia.com/Pause	../assets/images/items/478.png
Smelter	I	479	Trinket melter!	Consumes Isaac's currently held trinket and applies its effect permanently.	https://bindingofisaacrebirth.gamepedia.com/Smelter	../assets/images/items/479.png
Compost	I	480	Gain more friends!	Spawns a blue spider or fly. Turns pickups in the room into blue spiders or flies.	https://bindingofisaacrebirth.gamepedia.com/Compost	../assets/images/items/480.png
Dataminer	I	481	109	Displaces enemy sprites for the current room, randomly increases one stat and decreases another.	https://bindingofisaacrebirth.gamepedia.com/Dataminer	../assets/images/items/481.png
Clicker	I	482	Change	Transforms Isaac into another random character.	https://bindingofisaacrebirth.gamepedia.com/Clicker	../assets/images/items/482.png
Mama Mega!	I	483	BOOOOOOOOOM!	Damages all enemies and destroys all obstacles. The effect occurs every time a new room is entered for the rest of the floor. Opens doors to the floor's secret and super secret rooms.	https://bindingofisaacrebirth.gamepedia.com/Mama_Mega!	../assets/images/items/483.png
Wait What?	I	484	I can't believe it's not Butter Bean!	Isaac farts, sending out rock waves.	https://bindingofisaacrebirth.gamepedia.com/Wait_What%3F	../assets/images/items/484.png
Crooked Penny	I	485	50/50	Spawns a penny and has a 50% chance to double all items and pickups in the room. If the effect fails, the items and pickups disappear.	https://bindingofisaacrebirth.gamepedia.com/Crooked_Penny	../assets/images/items/485.png
Dull Razor	I	486	I feel numb...	Hurts Isaac without depleting health, activating any items that trigger upon taking damage.	https://bindingofisaacrebirth.gamepedia.com/Dull_Razor	../assets/images/items/486.png
Potato Peeler	I	487	A pound of flesh	Removes a heart container, increases damage and range, and grants a Cube of Meat.	https://bindingofisaacrebirth.gamepedia.com/Potato_Peeler	../assets/images/items/487.png
Metronome	I	488	Waggles a finger	Grants a random item effect for the current room.	https://bindingofisaacrebirth.gamepedia.com/Metronome	../assets/images/items/488.png
D Infinity	I	489	Reroll forever	Grants a random dice item that changes each use.	https://bindingofisaacrebirth.gamepedia.com/D_Infinity	../assets/images/items/489.png
Eden's Soul	I	490	...	Spawns two item pedestals.	https://bindingofisaacrebirth.gamepedia.com/Eden%27s_Soul	../assets/images/items/490.png
Acid Baby	I	491	Pills pills pills!	Spawns a familiar that drops random pills every 3 rooms cleared. Upon using a pill, all enemies in the room are poisoned.	https://bindingofisaacrebirth.gamepedia.com/Acid_Baby	../assets/images/items/491.png
YO LISTEN!	I	492	Yo listen!	+1 luck. Spawns a fairy familiar that points out secret room entrances and tinted rocks.	https://bindingofisaacrebirth.gamepedia.com/YO_LISTEN!	../assets/images/items/492.png
Adrenaline	I	493	Panic = power	Increases damage based on how many empty heart containers Isaac has.	https://bindingofisaacrebirth.gamepedia.com/Adrenaline	../assets/images/items/493.png
Jacob's Ladder	I	494	Electric tears	Tears fire sparks of electricity in random directions upon hitting an obstacle or enemy.	https://bindingofisaacrebirth.gamepedia.com/Jacob%27s_Ladder	../assets/images/items/494.png
Ghost Pepper	I	495	Flame tears	Adds a chance to shoot a fire that damages enemies and remains in place until it deals enough damage or the room is left.	https://bindingofisaacrebirth.gamepedia.com/Ghost_Pepper	../assets/images/items/495.png
Euthanasia	I	496	Needle shot	Adds a chance to fire needles. If a needle kills an enemy, it bursts into more needles.	https://bindingofisaacrebirth.gamepedia.com/Euthanasia	../assets/images/items/496.png
Camo Undies	I	497	Camo kid	Isaac becomes camouflaged at the beginning of each room. Enemies will not attack Isaac until he starts firing tears.	https://bindingofisaacrebirth.gamepedia.com/Camo_Undies	../assets/images/items/497.png
Duality	I	498	You feel very balanced	Whenever a Devil or Angel Room would spawn after defeating a boss, both rooms spawn. Only one can be entered.	https://bindingofisaacrebirth.gamepedia.com/Duality	../assets/images/items/498.png
Eucharist	I	499	Peace be with you	An Angel Room door will always spawn after every boss fight, excluding the first floor and floors after Utero II/Womb II.	https://bindingofisaacrebirth.gamepedia.com/Eucharist	../assets/images/items/499.png
Sack of Sacks	I	500	Gives sacks	Spawns a sack familiar that drops a sack upon clearing 5-6 rooms.	https://bindingofisaacrebirth.gamepedia.com/Sack_of_Sacks	../assets/images/items/500.png
Greed's Gullet	I	501	Money = health!	Grants a heart container for every 25 coins Isaac has.	https://bindingofisaacrebirth.gamepedia.com/Greed%27s_Gullet	../assets/images/items/501.png
Large Zit	I	502	Creep shots	Adds a chance to fire a creep shot that deals double damage and leaves a trail of slowing white creep.	https://bindingofisaacrebirth.gamepedia.com/Large_Zit	../assets/images/items/502.png
Little Horn	I	503	Science!	Adds a chance to fire a piercing tear that instantly kills any enemy that it touches.	https://bindingofisaacrebirth.gamepedia.com/Little_Horn_(Item)	../assets/images/items/503.png
Brown Nugget	I	504	Friendly fly	Spawns a stationary fly familiar that fires tears at nearby enemies.	https://bindingofisaacrebirth.gamepedia.com/Brown_Nugget	../assets/images/items/504.png
Poke Go	I	505	Gotta catch em...	Upon entering a room with enemies in it, has a chance to spawn a random friendly enemy that persists across rooms.	https://bindingofisaacrebirth.gamepedia.com/Poke_Go	../assets/images/items/505.png
Backstabber	I	506	Watch your back!	Has a chance to fire tears that inflict bleeding on enemies, causing them to slowly take damage over time.	https://bindingofisaacrebirth.gamepedia.com/Backstabber	../assets/images/items/506.png
Sharp Straw	I	507	More blood!	Damages all enemies in the room.	https://bindingofisaacrebirth.gamepedia.com/Sharp_Straw	../assets/images/items/507.png
Mom's Razor	I	508	It's sharp!	Spawns an orbiting razor that damages enemies it touches and inflicts bleeding on enemies, causing them to slowly take damage over time.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Razor	../assets/images/items/508.png
Bloodshot Eye	I	509	Bloody friend	Spawns an orbiting eye familiar that fires tears every 2 seconds.	https://bindingofisaacrebirth.gamepedia.com/Bloodshot_Eye	../assets/images/items/509.png
Delirious	I	510	Unleash the power!	Spawns a random charmed boss.	https://bindingofisaacrebirth.gamepedia.com/Delirious	../assets/images/items/510.png
Angry Fly	I	511	He's violent	Spawns a fly familiar that orbits around a random enemy and deals 5 damage per tick to enemies it comes in contact with.	https://bindingofisaacrebirth.gamepedia.com/Angry_Fly	../assets/images/items/511.png
Black Hole	I	512	Nothing can escape	Throws a black hole on the ground which sucks in and damages enemies.	https://bindingofisaacrebirth.gamepedia.com/Black_Hole	../assets/images/items/512.png
Bozo	I	513	Party time!	Increases damage by a flat 0.1 and grants a soul heart. Enemies can randomly become briefly charmed or feared. Taking damage has a chance to spawn a rainbow poop.	https://bindingofisaacrebirth.gamepedia.com/Bozo	../assets/images/items/513.png
Broken Modem	I	514	Lag!	Enemies, enemy shots, tears, and pickups will briefly freeze in place at random intervals.	https://bindingofisaacrebirth.gamepedia.com/Broken_Modem	../assets/images/items/514.png
Mystery Gift	I	515	Wrapped up nice for you!	Upon use, spawns a random item from the current room's item pool, with a chance to spawn A Lump of Coal or The Poop instead.	https://bindingofisaacrebirth.gamepedia.com/Mystery_Gift	../assets/images/items/515.png
Sprinkler	I	516	Sprinkles.	Upon use, spawns a sprinkler that rotates and fires tears.	https://bindingofisaacrebirth.gamepedia.com/Sprinkler	../assets/images/items/516.png
Fast Bombs	I	517	Rapid bomb drops	Grants 7 bombs and allows bombs to be placed rapidly.	https://bindingofisaacrebirth.gamepedia.com/Fast_Bombs	../assets/images/items/517.png
Buddy in a Box	I	518	What could it be?!	Grants a familiar with a random tear effect. The familiar is randomized at the start of each floor.	https://bindingofisaacrebirth.gamepedia.com/Buddy_in_a_Box	../assets/images/items/518.png
Lil Delirium	I	519	Delirious friend	Grants a familiar that transforms into another random familiar every 10 seconds.	https://bindingofisaacrebirth.gamepedia.com/Lil_Delirium	../assets/images/items/519.png
Jumper Cables	I	520	Bloody recharge	Grants an active item charge every 15 enemies killed.	https://bindingofisaacrebirth.gamepedia.com/Jumper_Cables	../assets/images/items/520.png
Coupon	I	521	Allow 6 weeks for delivery	Upon use, makes a random item from a shop, devil deal, or black market free.	https://bindingofisaacrebirth.gamepedia.com/Coupon	../assets/images/items/521.png
Telekinesis	I	522	Power of the mind	Upon use, for the next two seconds, any enemy shots that come near Isaac are held in place. After the charge is depleted, they are fired back as tears.	https://bindingofisaacrebirth.gamepedia.com/Telekinesis	../assets/images/items/522.png
Moving Box	I	523	Pack and unpack	If the box is empty, picks up all items and pickups in a room and stores them. If the box is not empty, places all stored items and pickups in the current room.	https://bindingofisaacrebirth.gamepedia.com/Moving_Box	../assets/images/items/523.png
Technology Zero	I	524	Static tears!	Connects Isaac's tears with electricity that can damage enemies.	https://bindingofisaacrebirth.gamepedia.com/Technology_Zero	../assets/images/items/524.png
Leprosy	I	525	You're tearing me apart!	Upon taking damage, grants a body part as an orbital, which blocks enemy shots and deals 7 damage per tick to enemies it comes in contact with. The orbitals will be destroyed if they take enough damage from enemies or enemy shots.	https://bindingofisaacrebirth.gamepedia.com/Leprosy	../assets/images/items/525.png
7 Seals	I	526	Lil harbingers!	Grants a random Harbinger familiar that changes every 10 seconds.	https://bindingofisaacrebirth.gamepedia.com/7_Seals	../assets/images/items/526.png
Mr. ME!	I	527	Caaan do!	Summons a controllable ghost that can perform various tasks depending on what it targets.	https://bindingofisaacrebirth.gamepedia.com/Mr._ME!	../assets/images/items/527.png
Angelic Prism	I	528	Eclipsed by the moon	Grants a prism orbital with a large orbital radius. Tears that pass through the prism split into four multi-colored tears.	https://bindingofisaacrebirth.gamepedia.com/Angelic_Prism	../assets/images/items/528.png
Pop!	I	529	Eyeball tears!	Replaces Isaac's tears with eyeballs that can bounce off of each other. The eyeballs are not limited by range, and will instead dissipate when they stop moving or when hitting an enemy or obstacle.	https://bindingofisaacrebirth.gamepedia.com/Pop!	../assets/images/items/529.png
Death's List	I	530	Just hope you're not next...	Grants a reward if all enemies in a room are killed in the order they are marked.	https://bindingofisaacrebirth.gamepedia.com/Death%27s_List	../assets/images/items/530.png
Haemolacria	I	531	I'm seeing red...	Tears are now fired in an arc. Upon hitting the floor, an obstacle, or an enemy, they burst into many smaller tears in all directions. Increases tear delay.	https://bindingofisaacrebirth.gamepedia.com/Haemolacria	../assets/images/items/531.png
Lachryphagy	I	532	Feed them!	Isaac's tears decelerate as they travel. Upon stopping or hitting an obstacle, they burst into 8 tears in all directions. Tears can be fired into other tears to feed them, increasing their damage.	https://bindingofisaacrebirth.gamepedia.com/Lachryphagy	../assets/images/items/532.png
Trisagion	I	533	Smite thy enemy	Tears are replaced with piercing white blasts of light.	https://bindingofisaacrebirth.gamepedia.com/Trisagion	../assets/images/items/533.png
Schoolbag	I	534	Extra active item room	Allows Isaac to hold two active items.	https://bindingofisaacrebirth.gamepedia.com/Schoolbag	../assets/images/items/534.png
Blanket	I	535	You feel Safe	Grants one soul heart. Upon entering a boss room, grants a shield that blocks one hit, then disappears.	https://bindingofisaacrebirth.gamepedia.com/Blanket	../assets/images/items/535.png
Sacrificial Altar	I	536	He demands a sacrifice	Upon use, sacrifices up to 2 familiars and spawns an item from the Devil Room Pool for each familiar sacrificed.	https://bindingofisaacrebirth.gamepedia.com/Sacrificial_Altar	../assets/images/items/536.png
Lil Spewer	I	537	Puking buddy	Spawns a random pill, and grants a small Spewer familiar that charges up and fires different types of creep.	https://bindingofisaacrebirth.gamepedia.com/Lil_Spewer	../assets/images/items/537.png
Marbles	I	538	Choking hazard	Spawns 3 random trinkets. Taking damage has a small chance to swallow Isaac's currently held trinket, gaining its effect permanently.	https://bindingofisaacrebirth.gamepedia.com/Marbles	../assets/images/items/538.png
Mystery Egg	I	539	Sacrificial insemination	Spawns an egg familiar, which cracks and turns into a random friendly enemy when Isaac is hurt. The egg regenerates upon entering a different room.	https://bindingofisaacrebirth.gamepedia.com/Mystery_Egg	../assets/images/items/539.png
Flat Stone	I	540	Skipping tears	Tears bounce off the floor. Tears that hit an enemy after bouncing deal splash damage to all nearby enemies for 25% of Isaac's tear damage.	https://bindingofisaacrebirth.gamepedia.com/Flat_Stone	../assets/images/items/540.png
Marrow	I	541	HP up?	Grants one bone heart and spawns three red heart pickups.	https://bindingofisaacrebirth.gamepedia.com/Marrow	../assets/images/items/541.png
Slipped Rib	I	542	Projectile shield	Spawns a bone familiar that circles around Isaac and reflects enemy shots.	https://bindingofisaacrebirth.gamepedia.com/Slipped_Rib	../assets/images/items/542.png
Hallowed Ground	I	543	Portable sanctuary	Spawns a white poop familiar, which turns into a white poop when Isaac is hurt.	https://bindingofisaacrebirth.gamepedia.com/Hallowed_Ground	../assets/images/items/543.png
Pointy Rib	I	544	Stabbing time	Spawns a bone familiar that can be aimed with the fire buttons and does contact damage.	https://bindingofisaacrebirth.gamepedia.com/Pointy_Rib	../assets/images/items/544.png
Book of the Dead	I	545	Rise from the grave	Upon use, spawns a friendly Bony or an orbital bone for each enemy killed in the current room.	https://bindingofisaacrebirth.gamepedia.com/Book_of_the_Dead	../assets/images/items/545.png
Dad's Ring	I	546	Father's blessing	Creates a ring of light around Isaac that petrifies enemies in contact.	https://bindingofisaacrebirth.gamepedia.com/Dad%27s_Ring	../assets/images/items/546.png
Divorce Papers	I	547	Tears up + you feel empty	Spawns a Mysterious Paper, increases tears, and grants a bone heart.	https://bindingofisaacrebirth.gamepedia.com/Divorce_Papers	../assets/images/items/547.png
Jaw Bone	I	548	Fetch!	Spawns a familiar that flies the room while firing, dealing a flat 7 damage to enemies that come in contact and retrieving pickups.	https://bindingofisaacrebirth.gamepedia.com/Jaw_Bone	../assets/images/items/548.png
Brittle Bones	I	549	Everything hurts	Replaces all red hearts with 6 empty bone hearts. Upon losing a bone heart, Isaac fires bones in 8 directions and permanently gains a tears up.	https://bindingofisaacrebirth.gamepedia.com/Brittle_Bones	../assets/images/items/549.png
Broken Shovel	I	550	It feels cursed	While held, causes multiple Mom's Foots to come down and stomp on Isaac. One of two parts necessary to create Mom's Shovel.	https://bindingofisaacrebirth.gamepedia.com/Broken_Shovel	../assets/images/items/550.png
Broken Shovel	I	551	It feels cursed	One of two parts necessary to create Mom's Shovel.	https://bindingofisaacrebirth.gamepedia.com/Broken_Shovel	../assets/images/items/551.png
Mom's Shovel	I	552	Lost but not forgotten	Spawns a trapdoor that leads to the next floor upon activation. Unlocks The Forgotten when used on a mound of dirt that appears in Dark Room.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Shovel	../assets/images/items/552.png
Swallowed Penny	T	1	Gulp!	Upon taking damage, Isaac drops a penny.	https://bindingofisaacrebirth.gamepedia.com/Swallowed_Penny	../assets/images/trinkets/1.png
Petrified Poop	T	2	It feels lucky?	Greatly increases the chances of a pickup dropping when destroying poop.	https://bindingofisaacrebirth.gamepedia.com/Petrified_Poop	../assets/images/trinkets/2.png
AAA Battery	T	3	Trickle charge	Automatically recharges the last energy slot of an activated item, effectively reducing recharge rates by one.	https://bindingofisaacrebirth.gamepedia.com/AAA_Battery	../assets/images/trinkets/3.png
Broken Remote	T	4	It's broken	Triggers the Teleport effect whenever an activated item is used.	https://bindingofisaacrebirth.gamepedia.com/Broken_Remote	../assets/images/trinkets/4.png
Purple Heart	T	5	Challenge up	Increases the chance of encountering champion enemies and bosses.	https://bindingofisaacrebirth.gamepedia.com/Purple_Heart	../assets/images/trinkets/5.png
Broken Magnet	T	6	It kinda works!	Pulls coins towards Isaac, but ignores other pickups.	https://bindingofisaacrebirth.gamepedia.com/Broken_Magnet	../assets/images/trinkets/6.png
Rosary Bead	T	7	Faith up	Increases the chance of Angel Rooms appearing. Increases the chance to find The Bible in the Library and Shop.	https://bindingofisaacrebirth.gamepedia.com/Rosary_Bead	../assets/images/trinkets/7.png
Cartridge	T	8	I remember these	Chance to trigger The Gamekid effect upon taking damage.	https://bindingofisaacrebirth.gamepedia.com/Cartridge	../assets/images/trinkets/8.png
Pulse Worm	T	9	Wub wub!	Shots pulse in size.	https://bindingofisaacrebirth.gamepedia.com/Pulse_Worm	../assets/images/trinkets/9.png
Wiggle Worm	T	10	Wiggle waggle!	Gives Isaac's shots a wave-like trajectory. +0.3 Tears up.	https://bindingofisaacrebirth.gamepedia.com/Wiggle_Worm	../assets/images/trinkets/10.png
Ring Worm	T	11	Woop woop!	Gives Isaac spinning shots.	https://bindingofisaacrebirth.gamepedia.com/Ring_Worm	../assets/images/trinkets/11.png
Flat Worm	T	12	Blub blub!	Isaac's tears take on an oblong appearance. They also push enemies back.	https://bindingofisaacrebirth.gamepedia.com/Flat_Worm	../assets/images/trinkets/12.png
Store Credit	T	13	YES!	The next store purchase is free. The trinket disappears on purchase.	https://bindingofisaacrebirth.gamepedia.com/Store_Credit	../assets/images/trinkets/13.png
Callus	T	14	Your feet feel stronger	Prevents damage from creep and spikes.	https://bindingofisaacrebirth.gamepedia.com/Callus	../assets/images/trinkets/14.png
Lucky Rock	T	15	There's something inside it	Each obstacle destroyed drops one coin.	https://bindingofisaacrebirth.gamepedia.com/Lucky_Rock	../assets/images/trinkets/15.png
Mom's Toenail	T	16	???	Mom's foot randomly stomps down somewhere in the room. 1 minute intervals.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Toenail	../assets/images/trinkets/16.png
Black Lipstick	T	17	Evil Up	Increases the chance of black hearts appearing.	https://bindingofisaacrebirth.gamepedia.com/Black_Lipstick	../assets/images/trinkets/17.png
Bible Tract	T	18	Faith up	Increases chance for eternal hearts to spawn.	https://bindingofisaacrebirth.gamepedia.com/Bible_Tract	../assets/images/trinkets/18.png
Paper Clip	T	19	Master of lockpicking	Golden Chests can be opened without using a key.	https://bindingofisaacrebirth.gamepedia.com/Paper_Clip	../assets/images/trinkets/19.png
Monkey Paw	T	20	Wish granted	If the character has half a heart after taking damage, it drops a black heart. The effect can trigger up to three times, after which the trinket will disappear.	https://bindingofisaacrebirth.gamepedia.com/Monkey_Paw	../assets/images/trinkets/20.png
Mysterious Paper	T	21	???	Has a chance to replicate the effects of A Missing Page, The Polaroid, The Negative, or Missing Poster.	https://bindingofisaacrebirth.gamepedia.com/Mysterious_Paper	../assets/images/trinkets/21.png
Daemon's Tail	T	22	Evil up	Most non-specific heart drops become black hearts, but heart drops are significantly less common.	https://bindingofisaacrebirth.gamepedia.com/Daemon%27s_Tail	../assets/images/trinkets/22.png
Missing Poster	T	23	???	If Isaac dies in a Sacrifice Room, a puzzle piece will appear on his last will ( and unlocks The Lost). Revives Isaac as The Lost if unlocked. The Missing Poster then disappears.	https://bindingofisaacrebirth.gamepedia.com/Missing_Poster	../assets/images/trinkets/23.png
Butt Penny	T	24	Wealth of gas	Isaac will fart when he picks up a coin.	https://bindingofisaacrebirth.gamepedia.com/Butt_Penny	../assets/images/trinkets/24.png
Mysterious Candy	T	25	Uh-oh!	Isaac farts or poops at random intervals. Getting hit can also trigger the effect.	https://bindingofisaacrebirth.gamepedia.com/Mysterious_Candy	../assets/images/trinkets/25.png
Hook Worm	T	26	Zip zoop!	Tears move shifting left to right forming a path of right angles. +10 to Range (effective range remains about the same).	https://bindingofisaacrebirth.gamepedia.com/Hook_Worm	../assets/images/trinkets/26.png
Whip Worm	T	27	Wooosh!	Increases shot speed by 0.5, increasing effective range.	https://bindingofisaacrebirth.gamepedia.com/Whip_Worm	../assets/images/trinkets/27.png
